0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,89.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,45.0,44.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,38.0,7.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,34.0,4.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,37.5,29.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,35.5,2.0,0.0,0.0,0.0,29.5
0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,1.0,30.0,4.5,0.0,0.0,0.5,31.0
0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,1.0,25.0,4.5,0.0,0.0,0.0,35.5
0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,9.0,0.5,0.0,0.0,0.5,8.5
0.0,47.5,16.5,0.0,0.0,17.5,0.0,0.0,0.0,0.0,8.5,1.0,0.0,0.0,0.5,8.5
0.0,0.0,0.0,0.0,0.0,18.0,47.0,0.0,0.0,0.0,25.0,0.5,0.0,0.0,0.0,9.5
0.0,0.0,0.0,0.0,1.0,16.0,0.5,0.0,0.0,0.0,69.5,0.5,0.0,0.0,0.5,1.0
0.0,8.5,2.5,0.0,0.0,16.0,0.0,0.0,0.0,0.0,69.5,1.0,0.0,0.0,0.0,1.5
0.0,1.0,0.0,0.0,1.0,15.0,8.5,0.0,0.0,0.0,71.5,0.5,0.0,0.0,0.5,2.0
0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,31.5,49.0,0.0,0.0,0.5,1.5
0.0,1.0,0.5,0.0,2.0,13.0,0.5,0.0,0.0,0.0,24.5,7.5,0.0,0.0,0.0,50.0
0.5,2.0,0.0,0.0,0.0,12.5,1.0,0.0,0.0,0.0,24.5,1.0,0.0,0.0,0.5,57.0
0.0,1.0,0.0,0.0,0.5,11.0,1.5,0.0,0.0,0.0,16.5,8.5,0.0,0.0,0.5,57.5
0.0,3.5,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,10.0,2.5,0.0,0.0,1.5,9.0
0.0,44.5,17.0,0.0,1.0,10.5,2.0,0.0,0.0,0.0,11.0,1.5,0.0,0.0,0.5,10.5
0.5,1.0,1.0,0.0,0.0,8.5,45.0,0.0,0.0,0.0,30.0,0.5,0.0,0.0,0.0,12.0
0.0,1.5,0.0,0.0,0.5,7.5,1.0,0.0,0.0,0.0,72.5,1.0,0.0,0.0,0.0,3.0
0.0,11.5,2.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,71.5,2.0,0.0,0.0,0.5,3.5
0.0,0.0,0.0,0.0,1.5,6.5,11.0,0.0,0.0,0.0,73.0,1.0,0.0,0.0,1.5,3.0
0.5,3.0,0.5,0.0,0.0,6.0,0.5,0.0,0.0,0.0,36.0,49.5,0.0,0.0,0.5,3.0
0.0,0.5,0.0,0.0,0.0,5.5,2.0,0.0,0.0,0.0,29.5,7.0,0.0,0.0,1.0,50.5
0.0,3.0,1.0,0.0,0.0,5.5,0.5,0.0,0.0,0.0,31.5,0.5,0.0,0.0,0.5,57.0
0.0,0.5,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,22.5,9.5,0.0,0.0,1.0,55.0
0.0,4.0,0.5,0.0,0.0,2.5,3.0,0.0,0.0,1.0,9.5,7.0,0.0,3.5,2.0,5.5
0.0,48.0,13.5,0.0,0.0,8.0,3.0,0.0,0.0,0.5,11.0,3.5,0.0,0.0,0.0,11.5
0.0,0.5,0.5,0.0,0.0,14.0,42.5,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.5,14.0
0.0,1.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,65.0,3.0,0.0,0.0,0.0,7.0
0.0,5.0,5.0,0.0,0.0,8.5,2.5,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,7.5
0.0,1.5,1.0,0.0,0.0,8.5,5.0,0.0,0.0,0.0,73.0,3.0,0.0,0.0,0.0,6.0
0.0,1.0,1.0,0.0,0.0,8.5,1.5,0.0,0.0,0.0,49.0,30.0,0.0,0.0,0.0,8.5
0.0,0.0,0.5,0.0,0.0,8.5,1.0,0.0,0.0,0.0,37.5,13.5,0.0,0.0,0.5,35.5
0.0,1.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,35.5,3.5,0.0,0.0,0.0,49.0
0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,27.0,10.5,0.0,0.0,1.0,47.5
0.0,4.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,17.5,3.0,0.0,0.0,0.0,18.5
0.0,35.5,14.5,0.0,0.0,4.5,4.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,19.0
0.0,3.0,1.5,0.0,0.5,3.5,35.5,0.0,0.0,0.0,33.5,0.5,0.0,0.0,0.0,15.0
0.0,6.5,0.5,0.0,0.0,3.5,3.0,0.0,0.0,0.0,66.0,3.0,0.0,0.0,0.0,5.5
0.0,9.5,2.5,0.0,0.0,3.5,6.5,0.0,0.0,0.0,68.0,1.5,0.0,0.0,0.0,6.0
0.0,1.5,1.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,74.0,2.5,0.0,0.0,0.5,5.0
0.0,1.5,1.0,0.0,1.0,2.5,2.0,0.0,0.0,0.0,55.5,29.0,0.0,0.0,0.0,7.0
0.5,1.0,0.0,0.0,0.0,2.5,1.5,0.0,0.0,0.0,47.5,10.5,0.0,0.0,0.5,32.5
0.0,1.5,2.0,0.0,0.0,2.5,0.5,0.0,0.0,0.0,41.5,8.0,0.0,0.0,0.0,42.0
0.0,1.5,0.5,0.0,0.0,2.5,1.5,0.0,0.0,0.0,32.0,11.0,0.0,0.0,1.5,44.5
0.0,2.5,2.5,0.0,0.0,3.5,0.5,0.0,0.0,0.0,16.0,4.5,0.0,0.0,0.5,19.5
0.0,36.5,14.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,12.5,6.0,0.0,0.0,1.5,19.0
0.0,4.0,0.5,0.0,0.0,1.5,36.5,0.0,0.0,0.0,27.5,2.0,0.0,0.0,2.0,17.5
0.0,8.0,0.5,0.0,0.0,1.0,4.0,0.0,0.0,0.0,60.5,5.0,0.0,0.0,2.0,6.5
0.0,8.0,4.5,0.0,0.0,1.0,8.0,0.0,0.0,0.0,63.5,3.0,0.0,0.0,2.5,6.5
0.0,2.5,0.5,0.0,0.0,1.0,8.0,0.0,0.0,0.0,72.5,4.5,0.0,0.0,1.5,4.5
0.0,4.0,1.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,49.0,33.0,0.0,0.0,2.0,7.0
0.0,0.5,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,39.5,14.5,0.0,0.0,1.5,35.5
0.0,2.5,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,36.5,8.5,0.0,0.0,2.0,47.0
0.0,0.5,0.5,0.0,0.0,1.0,2.5,0.0,0.0,0.0,27.5,11.5,0.0,0.0,2.5,49.0
